,No.,Block_No,Focal_species,Species_code,Population_code,Treatment,Comp_trt,Competitor,Time_in_Exp,initial_nonfocal_leaf_count,initial_focal_leaf_count,nonfocal_root_length,nonfocal_shoot_height,nonfocal_root_mass,nonfocal_shoot_mass,focal_root_length,focal_shoot_height,focal_root_mass,focal_shoot_mass,Trt,focal_species,Type,nonfocal_leaf_count,focal_leaf_count,Nonfocal_species,focal_full_mass,nonfocal_full_mass,focal_rmf,nonfocal_rmf,rmf_diff,shoot_height_diff,root_length_diff,leaf_count_diff,pot_mass,abs_rmf_diff,abs_root_length_diff,abs_shoot_height_diff,final_leaf_diff,abs_final_leaf_diff,initial_leaf_diff,abs_initial_leaf_diff
123,204,7,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,44,5,3,3.535533906,1.098612289,1.902107526,3.1144823,4.898979486,2.014903021,6.090976933,11.09053651,MACA-A Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,16,4,NA,4.145058919,2.239774504,0.231730169,0.408536585,-0.176806417,4.5,11.5,-12,176.5,0.176806417,11.5,4.5,-12,12,-2,2
124,205,7,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,43,4,5,6.244997998,2.302585093,3.265759411,10.74709263,4.527692569,1.791759469,3.949683532,7.063993205,MACA-A Interspecific_competition HEVI-B,Heterotheca villosa,Interspecific mixture,12,13,NA,3.318685995,3.743374419,0.238167939,0.184897671,0.053270268,-4,-18.5,1,207.2,0.053270268,18.5,4,1,1,1,1
125,207,7,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,44,8,5,5,1.945910149,4.019980147,10.61602562,5.744562647,2.442347035,4.393176527,8.538149682,MACA-A Intraspecific_competition MACA-B,Dieteria canescens,Intraspecific mixture,12,15,NA,3.596015324,3.825703304,0.209327549,0.330760095,-0.121432546,4.5,8,3,260.6,0.121432546,8,4.5,3,3,-3,3
126,208,7,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,43,5,4,6.557438524,2.079441542,3.363841595,9.944847912,4.123105626,2.197224577,2.966479395,6.08276253,MACA-A Intraspecific_competition MACA-C,Dieteria canescens,Intraspecific mixture,13,12,NA,3.008195792,3.648107661,0.192139738,0.226134585,-0.033994847,1,-26,-1,173.6,0.033994847,26,1,-1,1,-1,1
127,209,7,Dieteria canescens,DICA,DICA-A,Monoculture,Monoculture - MACA-A,DICA-A,44,NA,NA,5.477225575,1.945910149,3.484312288,8.905054744,4.91934955,2.174751721,5.865151319,11.69615321,MACA-A Monoculture MACA-A,Dieteria canescens,Monoculture,17,15,NA,4.19062102,3.519853269,0.200934579,0.291331546,-0.090396967,1.8,-5.8,-2,283.1,0.090396967,5.8,1.8,-2,2,NA,NA
128,210,7,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,43,4,4,5.787918451,2.397895273,3.64805746,9.81325634,4.898979486,1.098612289,3.146426545,5.282045058,MACA-B Interspecific_competition HEVI-A,Heterotheca villosa,Interspecific mixture,17,10,NA,2.903183012,3.668966312,0.261904762,0.285077951,-0.023173189,-8,-9.5,-7,172.5,0.023173189,9.5,8,-7,7,0,0
129,211,7,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,42,7,6,5.567764363,2.302585093,3.19047635,10.40672859,4.898979486,1.504077397,4.732863826,6.899275324,MACA-B Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,14,10,NA,3.410592199,3.687438805,0.32,0.183257919,0.136742081,-5.5,-7,-4,202.6,0.136742081,7,5.5,-4,4,-1,1
130,212,7,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,43,5,5,5.495452666,2.197224577,3.370738174,9.899494937,5.700877125,1.945910149,6.670832032,10.34891299,MACA-B Interspecific_competition HEVI-B,Heterotheca villosa,Interspecific mixture,12,10,NA,4.125499366,3.642833116,0.29353562,0.22895358,0.06458204,-2,2.3,-2,278.7,0.06458204,2.3,2,-2,2,0,0
131,213,7,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,42,5,6,5.099019514,2.140066163,2.778819272,8.780660567,6.32455532,1.704748092,4.785394446,9.332738076,MACA-B Intraspecific_competition MACA-A,Dieteria canescens,Intraspecific mixture,15,9,NA,3.757410348,3.399923505,0.208181818,0.172746781,0.035435037,-3,14,-6,203.2,0.035435037,14,3,-6,6,1,1
132,216,7,Dieteria canescens,DICA,DICA-B,Monoculture,Monoculture - MACA-B,DICA-B,42,NA,NA,5.567764363,1.791759469,2.797281335,7.09929574,3.872983346,2.251291799,2.529822128,7.300684899,MACA-B Monoculture MACA-B,Dieteria canescens,Monoculture,10,12,NA,3.135363939,3.145882559,0.10720268,0.245508982,-0.138306302,3.5,-16,2,126.5,0.138306302,16,3.5,2,2,NA,NA
133,218,7,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,43,7,5,5.099019514,2.397895273,3.424262655,8.520563362,4.358898944,1.386294361,6.058052492,7.429670248,DICA-C Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,12,11,NA,3.672563511,3.456128762,0.399347116,0.297192643,0.102154474,-7,-7,-1,195.2,0.102154474,7,7,-1,1,-2,2
134,219,7,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,42,8,3,5.291502622,2.302585093,3.740047741,8.729261137,5,1.386294361,3.535533906,5.558776844,DICA-C Interspecific_competition HEVI-B,Heterotheca villosa,Interspecific mixture,14,8,NA,3.015677494,3.531190858,0.288018433,0.355874894,-0.067856461,-6,-3,-6,161.7,0.067856461,3,6,-6,6,-5,5
135,220,7,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,43,4,5,5.477225575,1.945910149,3.218875825,7.848566748,5.916079783,1.945910149,4.254409477,7.169379332,DICA-C Intraspecific_competition MACA-A,Dieteria canescens,Intraspecific mixture,6,12,NA,3.379909586,3.326776604,0.260431655,0.288683603,-0.028251948,0,5,6,156.1,0.028251948,5,0,6,6,1,1
136,221,7,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,43,6,6,5,2.772588722,4.302712828,12.64911064,3.391164992,2.079441542,2.024845673,5.54977477,DICA-C Intraspecific_competition MACA-B,Dieteria canescens,Intraspecific mixture,18,14,NA,2.752202835,4.117259218,0.11747851,0.315946986,-0.198468476,-8,-13.5,-4,268.8,0.198468476,13.5,8,-4,4,0,0
137,223,7,Dieteria canescens,DICA,DICA-C,Monoculture,Monoculture - DICA-C,DICA-C,43,NA,NA,5.567764363,2.564949357,3.988984047,11.63185282,4.123105626,2.079441542,4.91934955,8.837420438,DICA-C Monoculture MACA-C,Dieteria canescens,Monoculture,15,14,NA,3.709011996,3.952320441,0.23655914,0.28526149,-0.04870235,-5,-14,-1,291.6,0.04870235,14,5,-1,1,NA,NA
138,230,8,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,44,6,4,4.909175083,2.140066163,3.83081295,13.59411637,4,1.704748092,4.868264578,9.762171889,MACA-A Interspecific_competition HEVI-A,Heterotheca villosa,Interspecific mixture,11,17,NA,3.824975355,4.174317827,0.199159664,0.19965353,-0.000493866,-3,-8.1,6,349.9,0.000493866,8.1,3,6,6,-2,2
139,231,8,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,44,7,3,5.049752469,2.351375257,3.663561646,13.50185172,3.605551275,2.602689685,2.408318916,3.082207001,MACA-A Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,17,8,NA,2.343187128,4.143116384,0.379084967,0.17623136,0.202853607,3,-12.5,-9,236.6,0.202853607,12.5,3,-9,9,-4,4
140,233,8,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,44,5,6,3.240370349,2.351375257,1.987874348,9.230384607,5.656854249,1.945910149,4.049691346,7.162401832,MACA-A Intraspecific_competition MACA-A,Dieteria canescens,Monoculture,9,11,NA,3.348446383,3.349366948,0.242245199,0.078918919,0.16332628,-3.5,21.5,2,160.2,0.16332628,21.5,3.5,2,2,1,1
141,234,8,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,44,6,4,4.847679857,2.302585093,3.629660094,12.27599283,4.582575695,1.386294361,2.626785107,5.215361924,MACA-A Intraspecific_competition MACA-B,Dieteria canescens,Intraspecific mixture,15,9,NA,2.800383372,3.988189179,0.202346041,0.200106157,0.002239884,-6,-2.5,-6,222.5,0.002239884,2.5,6,-6,6,-2,2
142,235,8,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,43,6,4,4.415880433,2.079441542,3.238678452,10.64894361,3.464101615,2.351375257,3.130495168,7.912016178,MACA-A Intraspecific_competition MACA-C,Dieteria canescens,Intraspecific mixture,13,11,NA,3.323027437,3.726609996,0.135359116,0.183585313,-0.048226197,2.5,-7.5,-2,211.3,0.048226197,7.5,2.5,-2,2,-2,2
143,236,8,Dieteria canescens,DICA,DICA-A,Monoculture,Monoculture - MACA-A,DICA-A,44,NA,NA,5.099019514,2.442347035,3.303216973,13.46476884,6,2.302585093,5.244044241,11.70897092,MACA-A Monoculture MACA-A,Dieteria canescens,Monoculture,17,14,NA,4.117403935,4.094873114,0.167071689,0.130455635,0.036616053,-1.5,10,-3,373.1,0.036616053,10,1.5,-3,3,NA,NA
144,238,8,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,42,7,6,4,2.251291799,2.219203484,8.712060606,3.807886553,1.609437912,2.588435821,6.46529195,MACA-B Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,12,11,NA,3.008941304,3.306246223,0.13814433,0.108108108,0.030036222,-4.5,-1.5,-1,133.6,0.030036222,1.5,4.5,-1,1,-1,1
145,239,8,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,43,4,3,6.557438524,2.197224577,2.646174797,8.432081594,4.123105626,1.945910149,4.098780306,9.11592014,MACA-B Interspecific_competition HEVI-B,Heterotheca villosa,Interspecific mixture,13,13,NA,3.635202944,3.328401477,0.168168168,0.165492958,0.00267521,-2,-26,0,185.1,0.00267521,26,2,0,0,-1,1
146,240,8,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,42,4,4,4.183300133,1.791759469,1.757857918,6.236986452,3.240370349,2.014903021,1.923538406,5.856620186,MACA-B Intraspecific_competition MACA-A,Dieteria canescens,Intraspecific mixture,9,10,NA,2.789293565,2.827515583,0.097368421,0.129753915,-0.032385494,1.5,-7,1,82.7,0.032385494,7,1.5,1,1,0,0
147,241,8,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,42,4,6,4.301162634,2.197224577,1.410986974,7.204165462,4.024922359,2.944438979,3.860051813,8.752142595,MACA-B Intraspecific_competition MACA-B,Dieteria canescens,Monoculture,9,13,NA,3.551365147,2.935157992,0.16284153,0.073214286,0.089627244,10,-2.3,4,147.5,0.089627244,2.3,10,4,4,2,2
148,242,8,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,43,3,5,3.872983346,1.722766598,0.336472237,3.464101615,3.674234614,1.945910149,2.387467277,6.164414003,MACA-B Intraspecific_competition MACA-C,Dieteria canescens,Intraspecific mixture,9,10,NA,2.924359978,1.949506053,0.130434783,0.104477612,0.025957171,1.4,-1.5,1,57.1,0.025957171,1.5,1.4,1,1,2,2
149,244,8,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,42,5,6,4.098780306,2.890371758,2.240709689,10.67707825,2.236067977,2.079441542,2.966479395,7.791020472,DICA-C Interspecific_competition HEVI-A,Heterotheca villosa,Interspecific mixture,15,12,NA,3.279862782,3.594132432,0.126618705,0.076175041,0.050443665,-10,-11.8,-3,192.9,0.050443665,11.8,10,-3,3,1,1
150,245,8,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,43,5,4,4.582575695,2.442347035,3.353406718,12.13260071,4.358898944,1.609437912,2.387467277,4.266145802,DICA-C Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,12,4,NA,2.579459842,3.935226477,0.238493724,0.162684869,0.075808855,-6.5,-2,-8,199.7,0.075808855,2,6.5,-8,8,-1,1
151,246,8,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,42,5,5,3.391164992,2.442347035,2.079441542,7.402702209,3.674234614,2.079441542,4.415880433,6.172519745,DICA-C Interspecific_competition HEVI-B,Heterotheca villosa,Interspecific mixture,9,8,NA,3.253982203,3.079308973,0.338541667,0.127388535,0.211153132,-3.5,2,-1,120.4,0.211153132,2,3.5,-1,1,0,0
152,247,8,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,43,5,6,3.605551275,2.397895273,1.504077397,6.618156843,4.74341649,2.674148649,4.7644517,11.63185282,DICA-C Intraspecific_competition MACA-A,Dieteria canescens,Intraspecific mixture,10,13,NA,4.049235054,2.849953375,0.143670886,0.093167702,0.050503184,3.5,9.5,3,206.3,0.050503184,9.5,3.5,3,3,1,1
153,248,8,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,43,6,4,4.123105626,2.48490665,3.374168709,11.87434209,3.240370349,2.014903021,2.19089023,4.711687596,DICA-C Intraspecific_competition MACA-B,Dieteria canescens,Intraspecific mixture,19,14,NA,2.627275742,3.90493416,0.177777778,0.171562867,0.006214911,-4.5,-6.5,-5,197.2,0.006214911,6.5,4.5,-5,5,-2,2
154,250,8,Dieteria canescens,DICA,DICA-C,Monoculture,Monoculture - DICA-C,DICA-C,43,NA,NA,2.236067977,1.609437912,-0.356674944,4.837354649,2.645751311,1.791759469,1.224744871,6.284902545,DICA-C Monoculture MACA-C,Dieteria canescens,Monoculture,7,11,NA,2.740373591,2.116761608,0.036585366,0.029045643,0.007539723,1,2,4,65.1,0.007539723,2,1,4,4,NA,NA
155,257,9,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,44,7,7,5.196152423,2.079441542,3.594568775,11.73882447,5.431390246,1.791759469,6.565059025,8.136338243,MACA-A Interspecific_competition HEVI-A,Heterotheca villosa,Interspecific mixture,20,12,NA,3.834240116,3.915787692,0.394327539,0.208955224,0.185372315,-2,2.5,-8,283.5,0.185372315,2.5,2,-8,8,0,0
156,258,9,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,44,5,6,6.244997998,2.302585093,3.632309103,10.21273715,4.582575695,0.916290732,2.810693865,3.209361307,MACA-A Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,13,5,NA,2.453580072,3.720893206,0.434065934,0.266009852,0.168056082,-7.5,-18,-8,160.3,0.168056082,18,7.5,-8,8,1,1
157,259,9,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,43,4,5,5.787918451,1.974081026,3.998200702,11.20267825,4.183300133,1.504077397,4.289522118,5.796550698,MACA-A Interspecific_competition HEVI-B,Heterotheca villosa,Interspecific mixture,12,6,NA,3.175857808,3.89883046,0.353846154,0.302777778,0.051068376,-2.7,-16,-6,232,0.051068376,16,2.7,-6,6,1,1
158,260,9,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,44,7,4,5.477225575,2.014903021,3.937690752,13.93915349,2.645751311,1.386294361,1.095445115,4.135214626,MACA-A Intraspecific_competition MACA-A,Dieteria canescens,Monoculture,15,10,NA,2.287063563,4.22810173,0.06557377,0.208876221,-0.143302451,-3.5,-23,-5,263.9,0.143302451,23,3.5,-5,5,-3,3
159,262,9,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,44,7,4,3.872983346,2.564949357,3.377587516,11.9749739,4.582575695,2.302585093,3.33166625,6.841052551,MACA-A Intraspecific_competition MACA-B,Dieteria canescens,Intraspecific mixture,18,11,NA,3.189469987,3.918234477,0.191709845,0.169658367,0.022051477,-3,6,-7,230.6,0.022051477,6,3,-7,7,-3,3
160,263,9,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,43,4,5,5.787918451,2.302585093,3.496507561,9.513148795,3.807886553,2.48490665,2.915475947,8.378544026,MACA-A Intraspecific_competition MACA-C,Dieteria canescens,Intraspecific mixture,NA,NA,NA,3.36065767,3.606890123,0.108005083,0.267206478,-0.159201395,2,-19,NA,202.2,0.159201395,19,2,NA,NA,1,1
161,264,9,Dieteria canescens,DICA,DICA-A,Monoculture,Monoculture - MACA-A,DICA-A,44,NA,NA,6,2.079441542,3.918005077,12.85690476,4.582575695,2.197224577,7.436396977,12.52597302,MACA-A Monoculture MACA-A,Dieteria canescens,Monoculture,15,12,NA,4.467926812,4.095718476,0.260603205,0.233302412,0.027300793,1,-15,-3,427.8,0.027300793,15,1,-3,3,NA,NA
162,265,9,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,43,4,6,6.363961031,2.708050201,3.265759411,8.584870413,4.91934955,1.223775432,3.224903099,5.291502622,MACA-B Interspecific_competition HEVI-A,Heterotheca villosa,Interspecific mixture,NA,NA,NA,2.918288149,3.442474375,0.270833333,0.262262262,0.008571071,-11.6,-16.3,NA,138.3,0.008571071,16.3,11.6,NA,NA,2,2
163,267,9,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,42,6,7,6.633249581,1.791759469,3.054001182,6.8556546,4.183300133,1.504077397,4.266145802,5.449770637,MACA-B Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,11,9,NA,3.117036483,3.147960575,0.379958246,0.31085044,0.069107806,-1.5,-26.5,-2,116.1,0.069107806,26.5,1.5,-2,2,1,1
164,268,9,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,43,5,7,4.898979486,2.995732274,3.895893623,14.2407865,4.358898944,1.791759469,5.576737397,8.723531395,MACA-B Interspecific_competition HEVI-B,Heterotheca villosa,Interspecific mixture,12,13,NA,3.78156962,4.258718131,0.29011194,0.195238095,0.094873845,-14,-5,1,359.2,0.094873845,5,14,1,1,2,2
165,269,9,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,42,5,5,5.00999002,2.351375257,2.208274414,7.64852927,5.744562647,2.197224577,6.526867549,9.386160024,MACA-B Intraspecific_competition MACA-A,Dieteria canescens,Intraspecific mixture,10,13,NA,3.989113633,3.139554695,0.325937261,0.134615385,0.191321876,-1.5,7.9,3,198.3,0.191321876,7.9,1.5,3,3,0,0
166,273,9,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,42,5,5,4.582575695,1.960094784,2.424802726,5.941380311,3.492849839,1.609437912,3.435112807,6.228964601,DICA-C Interspecific_competition HEVI-A,Heterotheca villosa,Interspecific mixture,10,14,NA,3.108709927,2.892435485,0.233201581,0.24248927,-0.009287689,-2.1,-8.8,4,97.2,0.009287689,8.8,2.1,4,4,0,0
167,274,9,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,43,4,3,3.633180425,2.197224577,2.797281335,8.473488066,4.582575695,1.791759469,4.701063709,5.263078947,DICA-C Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,14,10,NA,3.156603025,3.357196658,0.4437751,0.185941043,0.257834057,-3,7.8,-4,138,0.257834057,7.8,3,-4,4,-1,1
168,275,9,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,42,7,4,3.937003937,2.708050201,3.826465117,10.02496883,5.019960159,2.079441542,4.878524367,8.631338251,DICA-C Interspecific_competition HEVI-B,Heterotheca villosa,Interspecific mixture,12,6,NA,3.675576501,3.721751462,0.242115972,0.31352459,-0.071408619,-7,9.7,-6,244.7,0.071408619,9.7,7,-6,6,-3,3
169,276,9,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,43,4,6,5.567764363,2.251291799,3.927896355,13.41268057,5.385164807,2.302585093,5.504543578,8.154753215,DICA-C Intraspecific_competition MACA-A,Dieteria canescens,Intraspecific mixture,15,11,NA,3.695848589,4.164201835,0.313016529,0.220199393,0.092817136,0.5,-2,-4,327.5,0.092817136,2,0.5,-4,4,2,2
170,277,9,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,43,6,3,4.795831523,1.871802177,2.442347035,7.924645102,4.582575695,2.772588722,4.358898944,12.51798706,DICA-C Intraspecific_competition MACA-B,Dieteria canescens,Intraspecific mixture,15,11,NA,4.108148732,3.21978138,0.108138873,0.154777927,-0.046639054,9.5,-2,-4,250,0.046639054,2,9.5,-4,4,-3,3
171,279,9,Dieteria canescens,DICA,DICA-C,Monoculture,Monoculture - DICA-C,DICA-C,43,NA,NA,3.674234614,2.602689685,2.674148649,9.402127419,5.385164807,2.564949357,4.888762625,9.338094024,DICA-C Monoculture MACA-C,Dieteria canescens,Monoculture,12,11,NA,3.77185056,3.475093678,0.215121512,0.140913508,0.074208004,-0.5,15.5,-1,214,0.074208004,15.5,0.5,-1,1,NA,NA
172,286,9,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,44,5,7,4.898979486,2.674148649,3.597312261,12.66885946,4.69041576,1.704748092,6.708203932,11.44552314,MACA-A Interspecific_competition HEVI-A,Heterotheca villosa,Interspecific mixture,14,20,NA,4.26071908,4.03313423,0.255681818,0.185279188,0.07040263,-9,-2,6,373,0.07040263,2,9,6,6,2,2
173,287,9,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,44,5,5,5,2.397895273,3.446807893,12.58173279,4.636809248,1.386294361,2.366431913,3.860051813,MACA-A Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,NA,NA,NA,2.495292313,4.003565996,0.273170732,0.165524512,0.107646219,-7,-3.5,NA,210.2,0.107646219,3.5,7,NA,NA,0,0
174,288,9,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,43,6,6,5.567764363,2.302585093,3.7208625,14.58080931,3.082207001,0.916290732,1.843908891,3.146426545,MACA-A Interspecific_competition HEVI-B,Heterotheca villosa,Interspecific mixture,19,9,NA,2.23390587,4.278045325,0.255639098,0.162662466,0.092976632,-7.5,-21.5,-10,267.2,0.092976632,21.5,7.5,-10,10,0,0
175,289,10,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,44,6,5,5.477225575,2.302585093,3.927896355,11.28716085,6,2.140066163,4.888762625,9.70051545,MACA-A Intraspecific_competition MACA-A,Dieteria canescens,Monoculture,15,10,NA,3.819591349,3.900648305,0.202542373,0.285072952,-0.082530579,-1.5,6,-5,296.2,0.082530579,6,1.5,-5,5,-1,1
176,290,10,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,44,8,4,4.358898944,2.302585093,3.471966453,10.65833008,6.164414003,1.609437912,3.033150178,5.594640292,MACA-A Intraspecific_competition MACA-B,Dieteria canescens,Intraspecific mixture,15,13,NA,2.937310074,3.759028668,0.227160494,0.22085048,0.006310014,-5,19,-2,186.3,0.006310014,19,5,-2,2,-4,4
177,291,10,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,43,6,6,6.244997998,2.525728644,3.832979798,14.31432849,4.062019202,2.251291799,2.626785107,7.162401832,MACA-A Intraspecific_competition MACA-C,Dieteria canescens,Intraspecific mixture,15,11,NA,3.128767639,4.259965761,0.118556701,0.183990442,-0.065433741,-3,-22.5,-4,309.3,0.065433741,22.5,3,-4,4,0,0
178,293,10,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,42,6,5,4,2.197224577,2.091864062,7.368853371,4.242640687,1.386294361,2.408318916,4.527692569,MACA-B Interspecific_competition HEVI-A,Heterotheca villosa,Interspecific mixture,NA,NA,NA,2.633630856,3.075827926,0.220532319,0.129807692,0.090724627,-5,2,NA,88.7,0.090724627,2,5,NA,NA,-1,1
179,294,10,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,42,5,5,4.183300133,2.014903021,3.546739687,8.294576541,4.69041576,1.871802177,3.346640106,8.848728722,MACA-B Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,11,18,NA,3.492186826,3.441121362,0.125139665,0.3352657,-0.210126036,-1,4.5,7,193,0.210126036,4.5,1,7,7,0,0
180,295,10,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,43,5,6,5.916079783,2.740840024,3.198673118,11.92476415,4.795831523,1.704748092,5.019960159,8.209750301,MACA-B Interspecific_competition HEVI-B,Heterotheca villosa,Interspecific mixture,12,8,NA,3.637266894,3.888886379,0.272138229,0.146970606,0.125167623,-10,-12,-4,259.3,0.125167623,12,10,-4,4,1,1
181,296,10,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,42,6,5,5.61248608,2.079441542,2.564949357,9.159694318,5.744562647,2.140066163,3.728270376,7.962411695,MACA-B Intraspecific_competition MACA-A,Dieteria canescens,Intraspecific mixture,10,12,NA,3.419163943,3.424126703,0.179818887,0.134158927,0.045659961,0.5,1.5,2,174.2,0.045659961,1.5,0.5,2,2,-1,1
182,297,10,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,42,5,5,4.898979486,1.945910149,2.856470206,8.306623863,4.472135955,1.791759469,2.213594362,4.959838707,MACA-B Intraspecific_competition MACA-B,Dieteria canescens,Monoculture,10,7,NA,2.678326543,3.341121678,0.166101695,0.201388889,-0.035287194,-1,-4,-3,115.9,0.035287194,4,1,-3,3,0,0
183,299,10,Dieteria canescens,DICA,DICA-B,Monoculture,Monoculture - MACA-B,DICA-B,42,NA,NA,4.527692569,2.079441542,2.653241965,7.64852927,6.08276253,1.974081026,3.146426545,6.348228099,MACA-B Monoculture MACA-B,Dieteria canescens,Monoculture,13,15,NA,3.081339748,3.209637244,0.197211155,0.195323246,0.001887909,-0.8,16.5,2,122.9,0.001887909,16.5,0.8,2,2,NA,NA
184,300,10,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,42,7,7,5.93295879,2.890371758,3.17805383,11.89957982,4.483302354,1.686398954,2.569046516,5.157518783,DICA-C Interspecific_competition HEVI-A,Heterotheca villosa,Interspecific mixture,20,10,NA,2.779669998,3.882992873,0.198795181,0.144927536,0.053867644,-12.6,-15.1,-10,198.8,0.053867644,15.1,12.6,-10,10,0,0
