,No.,Block_No,Focal_species,Species_code,Population_code,Treatment,Comp_trt,Competitor,Time_in_Exp,initial_nonfocal_leaf_count,initial_focal_leaf_count,nonfocal_root_length,nonfocal_shoot_height,nonfocal_root_mass,nonfocal_shoot_mass,focal_root_length,focal_shoot_height,focal_root_mass,focal_shoot_mass,Trt,focal_species,Type,nonfocal_leaf_count,focal_leaf_count,Nonfocal_species,focal_full_mass,nonfocal_full_mass,focal_rmf,nonfocal_rmf,rmf_diff,shoot_height_diff,root_length_diff,leaf_count_diff,pot_mass,abs_rmf_diff,abs_root_length_diff,abs_shoot_height_diff,final_leaf_diff,abs_final_leaf_diff,initial_leaf_diff,abs_initial_leaf_diff
470,265,9,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,43,6,4,4.91934955,1.223775432,2.341805806,5.291502622,6.363961031,2.708050201,5.118593557,8.584870413,MACA-B Interspecific_competition HEVI-A,NA,Interspecific mixture,NA,NA,Heterotheca villosa,3.701819008,2.762844264,0.262262262,0.270833333,-0.008571071,11.6,16.3,NA,138.3,0.008571071,16.3,11.6,NA,NA,-2,2
471,267,9,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,42,7,6,4.183300133,1.504077397,2.901421594,5.449770637,6.633249581,1.791759469,4.604345773,6.8556546,MACA-B Interspecific_competition HEVI-C,NA,Interspecific mixture,9,11,Heterotheca villosa,3.385262231,2.889842942,0.31085044,0.379958246,-0.069107806,1.5,26.5,2,116.1,0.069107806,26.5,1.5,2,2,-1,1
472,268,9,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,43,7,5,4.358898944,1.791759469,3.437207819,8.723531395,4.898979486,2.995732274,7.014271167,14.2407865,MACA-B Interspecific_competition HEVI-B,NA,Interspecific mixture,13,12,Heterotheca villosa,4.610320776,3.487225145,0.195238095,0.29011194,-0.094873845,14,5,-1,359.2,0.094873845,5,14,-1,1,-2,2
473,269,9,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,42,5,5,5.744562647,2.197224577,3.751854253,9.386160024,5.00999002,2.351375257,3.016620626,7.64852927,MACA-B Intraspecific_competition MACA-A,NA,Intraspecific mixture,13,10,Dieteria canescens,3.265754108,3.624639882,0.134615385,0.325937261,-0.191321876,1.5,-7.9,-3,198.3,0.191321876,7.9,1.5,-3,3,0,0
474,273,9,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,42,5,5,3.492849839,1.609437912,2.468099531,6.228964601,4.582575695,1.960094784,3.361547263,5.941380311,DICA-C Interspecific_competition HEVI-A,NA,Interspecific mixture,14,10,Heterotheca villosa,3.050070093,2.949078523,0.24248927,0.233201581,0.009287689,2.1,8.8,-4,97.2,0.009287689,8.8,2.1,-4,4,0,0
475,274,9,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,43,3,4,4.582575695,1.791759469,3.095577609,5.263078947,3.633180425,2.197224577,4.049691346,8.473488066,DICA-C Interspecific_competition HEVI-C,NA,Interspecific mixture,10,14,Heterotheca villosa,3.538810452,2.89113413,0.185941043,0.4437751,-0.257834057,3,-7.8,4,138,0.257834057,7.8,3,4,4,1,1
476,275,9,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,42,4,7,5.019960159,2.079441542,3.169685581,8.631338251,3.937003937,2.708050201,6.774953874,10.02496883,DICA-C Interspecific_competition HEVI-B,NA,Interspecific mixture,6,12,Heterotheca villosa,4.098770877,3.435261829,0.31352459,0.242115972,0.071408619,7,-9.7,6,244.7,0.071408619,9.7,7,6,6,3,3
477,276,9,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,43,6,4,5.385164807,2.302585093,3.411147713,8.154753215,5.567764363,2.251291799,7.127411872,13.41268057,DICA-C Intraspecific_competition MACA-A,NA,Intraspecific mixture,11,15,Dieteria canescens,4.532117876,3.400867673,0.220199393,0.313016529,-0.092817136,-0.5,2,4,327.5,0.092817136,2,0.5,4,4,-2,2
478,277,9,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,43,3,6,4.582575695,2.772588722,2.944438979,12.51798706,4.795831523,1.871802177,3.391164992,7.924645102,DICA-C Intraspecific_competition MACA-B,NA,Intraspecific mixture,11,15,Dieteria canescens,3.36389805,3.932229144,0.154777927,0.108138873,0.046639054,-9.5,2,4,250,0.046639054,2,9.5,4,4,3,3
479,279,9,Dieteria canescens,DICA,DICA-C,Monoculture,Monoculture - DICA-C,DICA-C,43,NA,NA,5.385164807,2.564949357,3.173878459,9.338094024,3.674234614,2.602689685,3.807886553,9.402127419,DICA-C Monoculture MACA-C,NA,Monoculture,11,12,Dieteria canescens,3.634558291,3.537226665,0.140913508,0.215121512,-0.074208004,0.5,-15.5,1,214,0.074208004,15.5,0.5,1,1,NA,NA
480,286,9,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,44,7,5,4.69041576,1.704748092,3.80666249,11.44552314,4.898979486,2.674148649,6.041522987,12.66885946,MACA-A Interspecific_competition HEVI-A,NA,Interspecific mixture,20,14,Heterotheca villosa,4.325549959,3.905404669,0.185279188,0.255681818,-0.07040263,9,2,-6,373,0.07040263,2,9,-6,6,-2,2
481,287,9,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,44,5,5,4.636809248,1.386294361,1.722766598,3.860051813,5,2.397895273,5.60357029,12.58173279,MACA-A Interspecific_competition HEVI-C,NA,Interspecific mixture,NA,NA,Heterotheca villosa,4.264422948,2.362798851,0.165524512,0.273170732,-0.107646219,7,3.5,NA,210.2,0.107646219,3.5,7,NA,NA,0,0
482,288,9,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,43,6,6,3.082207001,0.916290732,1.223775432,3.146426545,5.567764363,2.302585093,6.426507605,14.58080931,MACA-A Interspecific_competition HEVI-B,NA,Interspecific mixture,9,19,Heterotheca villosa,4.583373966,2.090502805,0.162662466,0.255639098,-0.092976632,7.5,21.5,10,267.2,0.092976632,21.5,7.5,10,10,0,0
483,289,10,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,44,5,6,6,2.140066163,3.173878459,9.70051545,5.477225575,2.302585093,7.127411872,11.28716085,MACA-A Intraspecific_competition MACA-A,NA,Monoculture,10,15,Dieteria canescens,4.291220423,3.588090566,0.285072952,0.202542373,0.082530579,1.5,-6,5,296.2,0.082530579,6,1.5,5,5,1,1
484,290,10,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,44,4,8,6.164414003,1.609437912,2.219203484,5.594640292,4.358898944,2.302585093,5.674504384,10.65833008,MACA-A Intraspecific_competition MACA-B,NA,Intraspecific mixture,13,15,Dieteria canescens,4.041390164,2.795325344,0.22085048,0.227160494,-0.006310014,5,-19,2,186.3,0.006310014,19,5,2,2,4,4
485,291,10,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,43,6,6,4.062019202,2.251291799,1.931521412,7.162401832,6.244997998,2.525728644,6.797058187,14.31432849,MACA-A Intraspecific_competition MACA-C,NA,Intraspecific mixture,11,15,Dieteria canescens,4.594712904,3.015613245,0.183990442,0.118556701,0.065433741,3,22.5,4,309.3,0.065433741,22.5,3,4,4,0,0
486,293,10,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,42,5,6,4.242640687,1.386294361,1.757857918,4.527692569,4,2.197224577,2.846049894,7.368853371,MACA-B Interspecific_competition HEVI-A,NA,Interspecific mixture,NA,NA,Heterotheca villosa,3.19607623,2.507100015,0.129807692,0.220532319,-0.090724627,5,-2,NA,88.7,0.090724627,2,5,NA,NA,1,1
487,294,10,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,42,5,5,4.69041576,1.871802177,2.415913778,8.848728722,4.183300133,2.014903021,5.89067059,8.294576541,MACA-B Interspecific_competition HEVI-C,NA,Interspecific mixture,18,11,Heterotheca villosa,3.766330725,3.356284032,0.3352657,0.125139665,0.210126036,1,-4.5,-7,193,0.210126036,4.5,1,-7,7,0,0
488,295,10,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,43,6,5,4.795831523,1.704748092,3.226843995,8.209750301,5.916079783,2.740840024,4.949747468,11.92476415,MACA-B Interspecific_competition HEVI-B,NA,Interspecific mixture,8,12,Heterotheca villosa,4.107859737,3.381803409,0.146970606,0.272138229,-0.125167623,10,12,4,259.3,0.125167623,12,10,4,4,-1,1
489,296,10,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,42,5,6,5.744562647,2.140066163,2.63188884,7.962411695,5.61248608,2.079441542,3.605551275,9.159694318,MACA-B Intraspecific_competition MACA-A,NA,Intraspecific mixture,12,10,Dieteria canescens,3.572848387,3.254888713,0.134158927,0.179818887,-0.045659961,-0.5,-1.5,-2,174.2,0.045659961,1.5,0.5,-2,2,1,1
490,297,10,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,42,5,5,4.472135955,1.791759469,1.589235205,4.959838707,4.898979486,1.945910149,4.171330723,8.306623863,MACA-B Intraspecific_competition MACA-B,NA,Monoculture,7,10,Dieteria canescens,3.532414838,2.559115846,0.201388889,0.166101695,0.035287194,1,4,3,115.9,0.035287194,4,1,3,3,0,0
491,299,10,Dieteria canescens,DICA,DICA-B,Monoculture,Monoculture - MACA-B,DICA-B,42,NA,NA,6.08276253,1.974081026,2.292534757,6.348228099,4.527692569,2.079441542,3.768288736,7.64852927,MACA-B Monoculture MACA-B,NA,Monoculture,15,13,Dieteria canescens,3.378878217,2.939517453,0.195323246,0.197211155,-0.001887909,0.8,-16.5,-2,122.9,0.001887909,16.5,0.8,-2,2,NA,NA
492,300,10,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,42,7,7,4.483302354,1.686398954,1.887069649,5.157518783,5.93295879,2.890371758,4.898979486,11.89957982,DICA-C Interspecific_competition HEVI-A,NA,Interspecific mixture,10,20,Heterotheca villosa,4.098604556,2.654164357,0.144927536,0.198795181,-0.053867644,12.6,15.1,10,198.8,0.053867644,15.1,12.6,10,10,0,0
493,301,10,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,43,4,4,3.872983346,1.098612289,2.602689685,4.538722287,4.949747468,2.442347035,4.347413024,8.723531395,DICA-C Interspecific_competition HEVI-C,NA,Interspecific mixture,10,13,Heterotheca villosa,3.61537611,2.672342039,0.198947368,0.395894428,-0.19694706,8.5,9.5,3,129.1,0.19694706,9.5,8.5,3,3,0,0
494,302,10,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,42,4,5,3.872983346,1.435084525,2.014903021,4.074309757,5.830951895,2.48490665,6.268971207,10.92245394,DICA-C Interspecific_competition HEVI-B,NA,Interspecific mixture,6,11,Heterotheca villosa,4.146254351,2.467633031,0.24779319,0.31120332,-0.063410129,7.8,19,5,182.7,0.063410129,19,7.8,5,5,1,1
495,303,10,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,43,5,6,4.582575695,1.704748092,2.379546134,6.587867637,4.69041576,2.079441542,5.458937626,8.5498538,DICA-C Intraspecific_competition MACA-A,NA,Intraspecific mixture,10,13,Dieteria canescens,3.742832006,2.994564037,0.289601555,0.199261993,0.090339562,2.5,1,3,157.1,0.090339562,1,2.5,3,3,1,1
496,304,10,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,43,6,7,4.01248053,1.945910149,1.648658626,7.141428429,4.483302354,2.302585093,3.535533906,9.011104261,DICA-C Intraspecific_competition MACA-B,NA,Intraspecific mixture,11,16,Dieteria canescens,3.542123398,2.964808097,0.133404482,0.09252669,0.040877792,3,4,5,149.9,0.040877792,4,3,5,5,1,1
497,305,10,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,43,4,4,4.183300133,2.014903021,2.58021683,5.128352562,4.582575695,2.079441542,5.656854249,7.582875444,DICA-C Intraspecific_competition MACA-C,NA,Monoculture,9,9,Dieteria canescens,3.638643936,2.776431053,0.357541899,0.334177215,0.023364684,0.5,3.5,0,129,0.023364684,3.5,0.5,0,0,0,0
498,306,10,Dieteria canescens,DICA,DICA-C,Monoculture,Monoculture - DICA-C,DICA-C,43,NA,NA,4.242640687,2.014903021,3.5085559,7.456540753,3.872983346,1.871802177,3.130495168,6.066300355,DICA-C Monoculture MACA-C,NA,Monoculture,11,10,Dieteria canescens,3.032621889,3.311358732,0.210300429,0.375280899,-0.16498047,-1,-3,-1,135.6,0.16498047,3,1,-1,1,NA,NA
499,312,10,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,50,6,6,4.949747468,1.791759469,3.148453361,9.2141196,5.385164807,2.197224577,8.372574276,14.46374779,MACA-A Interspecific_competition HEVI-A,NA,Interspecific mixture,10,15,Heterotheca villosa,4.77873645,3.516045074,0.250984604,0.215341959,0.035642645,3,4.5,5,387.5,0.035642645,4.5,3,5,5,0,0
500,313,10,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,44,7,8,4.335896678,1.335001067,3.161246712,6.426507605,5.196152423,1.945910149,10.47854952,13.43874994,MACA-A Interspecific_competition HEVI-C,NA,Interspecific mixture,9,10,Heterotheca villosa,4.890531613,3.096409908,0.378099174,0.363636364,0.01446281,3.2,8.2,1,355.3,0.01446281,8.2,3.2,1,1,1,1
501,314,10,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,43,5,3,3.807886553,1.386294361,2.341805806,4.795831523,5.385164807,1.945910149,6.511528238,9.481561053,MACA-A Interspecific_competition HEVI-B,NA,Interspecific mixture,7,11,Heterotheca villosa,3.999136068,2.671635703,0.320483749,0.311377246,0.009106504,3,14.5,4,165.7,0.009106504,14.5,3,4,4,-2,2
502,317,10,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,43,8,7,6.557438524,2.197224577,3.478158423,8.426149773,5.522680509,2.079441542,7.014271167,10.70513895,MACA-A Intraspecific_competition MACA-C,NA,Intraspecific mixture,12,14,Dieteria canescens,4.20944297,3.450262047,0.3003663,0.313346228,-0.012979928,-1,-12.5,2,267.2,0.012979928,12.5,1,2,2,-1,1
503,319,10,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,42,6,6,5.176871642,2.014903021,2.862200881,7.483314774,4.69041576,2.197224577,3.376388603,6.488451279,MACA-B Interspecific_competition HEVI-A,NA,Interspecific mixture,9,10,Heterotheca villosa,3.140834265,3.216444567,0.213084112,0.238095238,-0.025011126,1.5,-4.8,1,127,0.025011126,4.8,1.5,1,1,0,0
504,320,10,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,42,5,4,4.69041576,1.098612289,2.734367509,5.683308895,4.472135955,3.17805383,3.563705936,7.03562364,MACA-B Interspecific_competition HEVI-C,NA,Interspecific mixture,8,20,Heterotheca villosa,3.255661158,2.901323216,0.204180064,0.322851153,-0.118671089,21,-2,12,109.9,0.118671089,2,21,12,12,-1,1
505,321,11,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,43,4,5,4.147288271,1.840549633,3.602776755,9.502631215,4.062019202,2.397895273,5.300943312,11.03630373,MACA-B Interspecific_competition HEVI-B,NA,Interspecific mixture,6,14,Heterotheca villosa,4.041936051,3.62013922,0.187458306,0.288976378,-0.101518072,4.7,-0.7,8,276.9,0.101518072,0.7,4.7,8,8,1,1
506,322,11,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,42,5,6,4.816637832,2.140066163,2.028148247,6.603029608,5.567764363,2.302585093,3.949683532,8.893818078,MACA-B Intraspecific_competition MACA-A,NA,Intraspecific mixture,9,9,Dieteria canescens,3.583783142,2.937886631,0.164730729,0.1484375,0.016293229,1.5,7.8,0,145.9,0.016293229,7.8,1.5,0,0,1,1
507,324,11,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,42,4,6,5.61248608,2.32238772,3.117949906,10.26157883,5.700877125,2.48490665,6.228964601,12.54192968,MACA-B Intraspecific_competition MACA-C,NA,Intraspecific mixture,16,18,Dieteria canescens,4.33253901,3.657803813,0.197858236,0.176700547,0.021157688,1.8,1,2,324,0.021157688,1,1.8,2,2,2,2
508,325,11,Dieteria canescens,DICA,DICA-B,Monoculture,Monoculture - MACA-B,DICA-B,42,NA,NA,4.847679857,2.48490665,2.493205453,8.905054744,5.14781507,1.945910149,3.193743885,6.204836823,MACA-B Monoculture MACA-B,NA,Monoculture,14,12,Dieteria canescens,3.065710474,3.376130951,0.209445585,0.13238512,0.077060465,-5,3,-2,140.1,0.077060465,3,5,-2,2,NA,NA
509,326,11,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,42,8,6,3.674234614,1.609437912,1.223775432,4.207136794,5.099019514,2.397895273,4.347413024,10.68176015,DICA-C Interspecific_competition HEVI-A,NA,Interspecific mixture,9,13,Heterotheca villosa,3.876747758,2.330431768,0.142105263,0.161137441,-0.019032178,6,12.5,4,154.1,0.019032178,12.5,6,4,4,-2,2
510,327,11,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,43,3,1,4.636809248,1.504077397,2.292534757,5.674504384,5.049752469,2.890371758,4.669047012,13.62350909,DICA-C Interspecific_competition HEVI-C,NA,Interspecific mixture,16,18,Heterotheca villosa,4.276979788,2.822594399,0.105110897,0.235154394,-0.130043497,13.5,4,2,249.5,0.130043497,4,13.5,2,2,-2,2
511,328,11,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,42,6,5,4.123105626,2.646174797,3.277144733,13.17193987,6.8556546,1.757857918,3.049590136,5.983310121,DICA-C Interspecific_competition HEVI-B,NA,Interspecific mixture,10,13,Heterotheca villosa,3.005478374,4.055747108,0.206208426,0.1325,0.073708426,-8.3,30,3,245.1,0.073708426,30,8.3,3,3,-1,1
512,329,11,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,43,4,5,3,1.871802177,2.351375257,5.656854249,4.69041576,2.63905733,6.25299928,10.39711498,DICA-C Intraspecific_competition MACA-A,NA,Intraspecific mixture,9,15,Dieteria canescens,4.080455154,2.829881536,0.265625,0.247058824,0.018566176,7.5,13,6,189.7,0.018566176,13,7.5,6,6,1,1
513,330,11,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,43,4,6,2.701851217,1.945910149,1.568615918,5.099019514,4.242640687,2.351375257,4.604345773,9.97997996,DICA-C Intraspecific_competition MACA-B,NA,Intraspecific mixture,12,18,Dieteria canescens,3.818943013,2.582176491,0.175496689,0.155844156,0.019652533,3.5,10.7,6,151.6,0.019652533,10.7,3.5,6,6,2,2
514,331,11,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,43,3,4,3.872983346,2.564949357,2.360854001,7.943550843,5.787918451,2.564949357,4.701063709,10.009995,DICA-C Intraspecific_competition MACA-C,NA,Monoculture,10,16,Dieteria canescens,3.8354998,3.210047483,0.180703189,0.143826323,0.036876866,0,18.5,6,196,0.036876866,18.5,0,6,6,1,1
515,337,11,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,44,6,6,6.08276253,1.609437912,3.552486829,8.820430828,5.522680509,1.945910149,6.715653356,10.97269338,MACA-A Interspecific_competition HEVI-A,NA,Interspecific mixture,15,14,Heterotheca villosa,4.205751626,3.517515836,0.272507553,0.309671695,-0.037164142,2,-6.5,-1,278.2,0.037164142,6.5,2,-1,1,0,0
516,338,11,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,44,6,7,4.795831523,1.16315081,1.547562509,3.082207001,5.787918451,2.251291799,8.420213774,13.2740348,MACA-A Interspecific_competition HEVI-C,NA,Interspecific mixture,NA,NA,Heterotheca villosa,4.657708512,2.15168992,0.286928369,0.330985915,-0.044057546,6.3,10.5,NA,261.3,0.044057546,10.5,6.3,NA,NA,1,1
517,339,11,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,43,5,4,4.098780306,1.704748092,3.370738174,7.745966692,4.582575695,1.704748092,4.427188724,8,MACA-A Interspecific_competition HEVI-B,NA,Interspecific mixture,10,11,Heterotheca villosa,3.525221798,3.334172291,0.234449761,0.326599327,-0.092149566,0,4.2,1,172.7,0.092149566,4.2,0,1,1,-1,1
518,341,11,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,44,6,6,5.567764363,2.251291799,3.169685581,9.444575162,4.69041576,2.564949357,3.405877273,8.654478609,MACA-A Intraspecific_competition MACA-B,NA,Intraspecific mixture,13,13,Dieteria canescens,3.47280231,3.551656056,0.134104046,0.210619469,-0.076515423,3.5,-9,0,199.5,0.076515423,9,3.5,0,0,0,0
519,342,11,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,43,6,7,4.669047012,2.564949357,2.923161581,8.5498538,4.847679857,2.397895273,4.494441011,9.954898292,MACA-A Intraspecific_competition MACA-C,NA,Intraspecific mixture,13,13,Dieteria canescens,3.801228657,3.38718399,0.169321039,0.202835333,-0.033514293,-2,1.7,0,211,0.033514293,1.7,2,0,0,1,1
520,344,11,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,42,6,6,3.807886553,1.504077397,1.667706821,4.358898944,3.911521443,2.708050201,1.673320053,4.324349662,MACA-B Interspecific_competition HEVI-A,NA,Interspecific mixture,8,10,Heterotheca villosa,2.449014029,2.454914614,0.130232558,0.218106996,-0.087874438,10.5,0.8,2,45.8,0.087874438,0.8,10.5,2,2,0,0
521,345,11,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,42,4,7,4.123105626,1.791759469,2.694627181,6.862943975,6.737952211,2.32238772,4.98998998,8.306623863,MACA-B Interspecific_competition HEVI-C,NA,Interspecific mixture,11,8,Heterotheca villosa,3.646452227,3.09153217,0.265175719,0.239095315,0.026080404,4.2,28.4,-3,155.8,0.026080404,28.4,4.2,-3,3,3,3
522,346,11,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,43,6,4,5.186520992,1.704748092,3.113515309,6.519202405,5.753259945,2.772588722,3.54964787,12.22292927,MACA-B Interspecific_competition HEVI-B,NA,Interspecific mixture,9,19,Heterotheca villosa,3.971470401,3.103661985,0.077777778,0.346153846,-0.268376068,10.5,6.2,10,227,0.268376068,6.2,10.5,10,10,-2,2
523,347,11,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,42,6,5,4.062019202,2.282382386,2.415913778,8.031189202,4.358898944,2.197224577,4.701063709,7.569676347,MACA-B Intraspecific_competition MACA-A,NA,Intraspecific mixture,14,9,Dieteria canescens,3.502961612,3.232197856,0.278337531,0.147952444,0.130385088,-0.8,2.5,-5,155.1,0.130385088,2.5,0.8,-5,5,-1,1
524,349,11,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,42,4,3,4.636809248,2.197224577,1.757857918,8.087026648,4.898979486,2.014903021,2.701851217,6.488451279,MACA-B Intraspecific_competition MACA-C,NA,Intraspecific mixture,11,13,Dieteria canescens,3.03155117,3.137655903,0.147773279,0.081460674,0.066312605,-1.5,2.5,2,120.6,0.066312605,2.5,1.5,2,2,-1,1
525,352,11,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,42,NA,NA,5.019960159,1.945910149,3.88567903,9.833615815,4.242640687,1.609437912,2.569046516,5.059644256,DICA-C Interspecific_competition HEVI-A,NA,Interspecific mixture,17,7,Heterotheca villosa,2.762008467,3.703956647,0.204968944,0.334938102,-0.129969158,-2,-7.2,-10,177.6,0.129969158,7.2,2,-10,10,NA,NA
526,353,12,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,43,5,6,4.527692569,1.791759469,3.370738174,7.056911506,4.74341649,1.791759469,5.069516742,5.949789912,DICA-C Interspecific_competition HEVI-C,NA,Interspecific mixture,17,11,Heterotheca villosa,3.319534102,3.229187155,0.420621931,0.368821293,0.051800638,0,2,-6,140,0.051800638,2,0,-6,6,1,1
527,354,12,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,42,7,5,4.062019202,1.504077397,2.501435952,5.495452666,4,1.791759469,3.872983346,6.107372594,DICA-C Interspecific_competition HEVI-B,NA,Interspecific mixture,6,11,Heterotheca villosa,3.159170135,2.827877051,0.286806883,0.287735849,-0.000928966,1.5,-0.5,5,94.7,0.000928966,0.5,1.5,5,5,-2,2
528,355,12,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,43,7,3,5,2.197224577,3.424262655,8.584870413,3.16227766,1.945910149,2.983286778,5.394441584,DICA-C Intraspecific_competition MACA-A,NA,Intraspecific mixture,10,8,Dieteria canescens,2.894430576,3.465419609,0.234210526,0.294061303,-0.059850776,-2,-15,-2,142.4,0.059850776,15,2,-2,2,-4,4
529,356,12,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,43,9,6,5.099019514,2.302585093,3.923951576,8.246211251,2.645751311,2.63905733,2.810693865,6.473020933,DICA-C Intraspecific_competition MACA-B,NA,Intraspecific mixture,6,12,Dieteria canescens,3.046918902,3.488576046,0.158634538,0.426644182,-0.268009644,4,-19,6,168.4,0.268009644,19,4,6,6,-3,3
