"","sample","site","code","invasive_exposure","generation","maternal_line","block","shoot_mass","root_mass","height","leaf_count","leaf_width","tillers","fibrous_root_count","longest_fibrous_root","nonfibrous_root_count","longest_nonfibrous_root","trt","mat_line","root_length","total_mass","rmf","primary_root_count","sqrt_root_mass","sqrt_shoot_mass","asin_leaf_width","sqrt_total_mass"
"121",193,"Wyoming population 1","GB","no","2nd generation","M6",1,0.0268,0.0153,10.2,8,0.1,1,2,13.2,2,10.9,"WY1 GB out G2","M6",13.2,0.0421,0.363420427553444,4,0.12369316876853,0.163707055437449,0.10016742116156,0.205182845286832
"122",194,"Wyoming population 1","GB","no","2nd generation","M6",2,0.0269,0.0111,13.5,7,0.3,2,2,10,3,8,"WY1 GB out G2","M6",10,0.038,0.292105263157895,5,0.105356537528527,0.164012194668567,0.304692654015398,0.194935886896179
"123",195,"Wyoming population 1","GB","no","2nd generation","M6",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M6",NA,NA,NA,NA,NA,NA,NA,NA
"124",196,"Wyoming population 1","GB","no","2nd generation","M6",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M6",NA,NA,NA,NA,NA,NA,NA,NA
"125",197,"Wyoming population 1","GB","no","2nd generation","M6",5,0.0399,0.0137,12.1,13,0.3,3,2,10.6,3,1.5,"WY1 GB out G2","M6",10.6,0.0536,0.255597014925373,5,0.117046999107196,0.199749843554382,0.304692654015398,0.231516738055804
"126",198,"Wyoming population 1","GB","no","2nd generation","M6",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M6",NA,NA,NA,NA,NA,NA,NA,NA
"127",199,"Wyoming population 1","GB","no","2nd generation","M6",1,0.0293,0.0196,14.6,11,0.2,3,3,9.7,2,8.7,"WY1 GB out G2","M6",9.7,0.0489,0.40081799591002,5,0.14,0.171172427686237,0.201357920790331,0.22113344387496
"128",200,"Wyoming population 1","GB","no","2nd generation","M6",2,0.0171,0.0057,7.6,6,0.2,1,2,9.6,2,7.3,"WY1 GB out G2","M6",9.6,0.0228,0.25,4,0.0754983443527075,0.13076696830622,0.201357920790331,0.150996688705415
"129",201,"Wyoming population 1","GB","no","2nd generation","M6",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M6",NA,NA,NA,NA,NA,NA,NA,NA
"130",202,"Wyoming population 1","GB","no","2nd generation","M6",4,0.0561,0.0126,16.4,12,0.2,2,2,10.7,3,7.5,"WY1 GB out G2","M6",10.7,0.0687,0.183406113537118,5,0.112249721603218,0.23685438564654,0.201357920790331,0.262106848441623
"131",203,"Wyoming population 1","GB","no","2nd generation","M6",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M6",NA,NA,NA,NA,NA,NA,NA,NA
"132",204,"Wyoming population 1","GB","no","2nd generation","M6",6,0.0111,0.006,5.9,6,0.1,1,3,10.6,1,0.6,"WY1 GB out G2","M6",10.6,0.0171,0.350877192982456,4,0.0774596669241483,0.105356537528527,0.10016742116156,0.13076696830622
"133",205,"Wyoming population 1","GB","no","2nd generation","M6",1,0.0202,0.0118,9.2,11,0.2,3,2,13.3,3,11.6,"WY1 GB out G2","M6",13.3,0.032,0.36875,5,0.108627804912002,0.142126704035519,0.201357920790331,0.178885438199983
"134",206,"Wyoming population 1","GB","no","2nd generation","M6",2,0.0147,0.0107,9,7,0.2,2,2,2.6,3,7.9,"WY1 GB out G2","M6",7.9,0.0254,0.421259842519685,5,0.103440804327886,0.121243556529821,0.201357920790331,0.159373774505092
"135",207,"Wyoming population 1","GB","no","2nd generation","M6",3,NA,NA,4,5,0.1,1,0,NA,4,6.8,"WY1 GB out G2","M6",NA,NA,NA,4,NA,NA,0.10016742116156,NA
"136",208,"Wyoming population 1","GB","no","2nd generation","M6",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M6",NA,NA,NA,NA,NA,NA,NA,NA
"137",209,"Wyoming population 1","GB","no","2nd generation","M6",5,NA,NA,12.1,9,0.3,2,3,10.4,2,11,"WY1 GB out G2","M6",11,NA,NA,5,NA,NA,0.304692654015398,NA
"138",210,"Wyoming population 1","GB","no","2nd generation","M6",6,0.056,0.0121,14,12,0.3,3,1,11.1,3,9.4,"WY1 GB out G2","M6",11.1,0.0681,0.177679882525698,4,0.11,0.236643191323985,0.304692654015398,0.260959767013998
"139",211,"Wyoming population 1","GB","no","2nd generation","M6",1,0.0147,0.0131,8.5,6,0.1,2,2,12.2,3,10.1,"WY1 GB out G2","M6",12.2,0.0278,0.471223021582734,5,0.114455231422596,0.121243556529821,0.10016742116156,0.166733320005331
"140",212,"Wyoming population 1","GB","no","2nd generation","M6",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M6",NA,NA,NA,NA,NA,NA,NA,NA
"141",213,"Wyoming population 1","GB","no","2nd generation","M6",3,NA,NA,2.7,4,0.1,1,2,8.7,2,2.4,"WY1 GB out G2","M6",8.7,NA,NA,4,NA,NA,0.10016742116156,NA
"142",214,"Wyoming population 1","GB","no","2nd generation","M6",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M6",NA,NA,NA,NA,NA,NA,NA,NA
"143",215,"Wyoming population 1","GB","no","2nd generation","M6",5,0.0255,0.0178,10,7,0.2,3,2,10.8,4,10.1,"WY1 GB out G2","M6",10.8,0.0433,0.41108545034642,6,0.133416640641263,0.159687194226713,0.201357920790331,0.208086520466848
"144",216,"Wyoming population 1","GB","no","2nd generation","M6",6,0.0055,1e-04,4.7,5,0.1,1,1,1.3,1,1,"WY1 GB out G2","M6",1.3,0.0056,0.0178571428571429,2,0.01,0.0741619848709566,0.10016742116156,0.0748331477354788
"145",217,"Wyoming population 1","GB","yes","2nd generation","M5",1,0.0275,0.0226,12,9,0.2,3,5,12.6,5,9,"WY1 GB in G2","M1",12.6,0.0501,0.451097804391218,10,0.150332963783729,0.16583123951777,0.201357920790331,0.223830292855994
"146",218,"Wyoming population 1","GB","yes","2nd generation","M5",2,0.0324,0.0209,12.5,12,0.2,3,1,5.1,4,10.5,"WY1 GB in G2","M1",10.5,0.0533,0.392120075046904,5,0.14456832294801,0.18,0.201357920790331,0.230867927612304
"147",219,"Wyoming population 1","GB","yes","2nd generation","M5",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M1",NA,NA,NA,NA,NA,NA,NA,NA
"148",220,"Wyoming population 1","GB","yes","2nd generation","M5",4,0.0206,0.0113,10.2,7,0.2,1,3,11,3,10,"WY1 GB in G2","M1",11,0.0319,0.35423197492163,6,0.106301458127346,0.143527000944073,0.201357920790331,0.178605710994918
"149",221,"Wyoming population 1","GB","yes","2nd generation","M5",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M1",NA,NA,NA,NA,NA,NA,NA,NA
"150",222,"Wyoming population 1","GB","yes","2nd generation","M5",6,NA,NA,14.2,17,0.1,NA,NA,NA,NA,NA,"WY1 GB in G2","M1",NA,NA,NA,NA,NA,NA,0.10016742116156,NA
"151",223,"Wyoming population 1","GB","yes","2nd generation","M5",1,0.0305,0.025,14,13,0.2,3,2,12.3,3,10.7,"WY1 GB in G2","M1",12.3,0.0555,0.45045045045045,5,0.158113883008419,0.17464249196573,0.201357920790331,0.235584379787795
"152",224,"Wyoming population 1","GB","yes","2nd generation","M5",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M1",NA,NA,NA,NA,NA,NA,NA,NA
"153",225,"Wyoming population 1","GB","yes","2nd generation","M5",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M1",NA,NA,NA,NA,NA,NA,NA,NA
"154",226,"Wyoming population 1","GB","yes","2nd generation","M5",4,0.0176,0.0142,11,7,0.1,1,2,11.3,3,10.5,"WY1 GB in G2","M1",11.3,0.0318,0.446540880503145,5,0.11916375287813,0.132664991614216,0.10016742116156,0.17832554500127
"155",227,"Wyoming population 1","GB","yes","2nd generation","M5",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M1",NA,NA,NA,NA,NA,NA,NA,NA
"156",228,"Wyoming population 1","GB","yes","2nd generation","M5",6,0.0415,0.0187,13.7,15,0.2,3,1,14.5,5,12.5,"WY1 GB in G2","M1",14.5,0.0602,0.31063122923588,6,0.136747943311773,0.203715487874634,0.201357920790331,0.245356882927706
"157",229,"Wyoming population 1","GB","yes","2nd generation","M5",1,0.0308,0.0167,9.8,8,0.1,2,3,10.7,1,9,"WY1 GB in G2","M1",10.7,0.0475,0.351578947368421,4,0.129228479833201,0.175499287747842,0.10016742116156,0.217944947177034
"158",230,"Wyoming population 1","GB","yes","2nd generation","M5",2,0.0177,0.0107,7.6,10,0.1,2,2,9.4,5,10.6,"WY1 GB in G2","M1",10.6,0.0284,0.376760563380282,7,0.103440804327886,0.133041346956501,0.10016742116156,0.168522995463527
"159",231,"Wyoming population 1","GB","yes","2nd generation","M5",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M1",NA,NA,NA,NA,NA,NA,NA,NA
"160",232,"Wyoming population 1","GB","yes","2nd generation","M5",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M1",NA,NA,NA,NA,NA,NA,NA,NA
"161",233,"Wyoming population 1","GB","yes","2nd generation","M5",5,0.0446,0.0285,13,17,0.1,3,2,11.8,4,11.2,"WY1 GB in G2","M1",11.8,0.0731,0.389876880984952,6,0.168819430161341,0.211187120819429,0.10016742116156,0.270370116691915
"162",234,"Wyoming population 1","GB","yes","2nd generation","M5",6,0.0347,0.0145,15.5,11,0.1,2,1,8.2,4,10.2,"WY1 GB in G2","M1",10.2,0.0492,0.294715447154472,5,0.120415945787923,0.186279360101972,0.10016742116156,0.221810730128188
"163",235,"Wyoming population 1","GB","yes","2nd generation","M5",1,0.0311,0.0246,13.4,14,0.2,3,6,12.8,4,11.5,"WY1 GB in G2","M1",12.8,0.0557,0.44165170556553,10,0.156843871413581,0.176351920885484,0.201357920790331,0.236008474424119
"164",236,"Wyoming population 1","GB","yes","2nd generation","M5",2,0.0824,0.0344,17.4,17,0.2,3,2,11.7,4,11,"WY1 GB in G2","M1",11.7,0.1168,0.294520547945205,6,0.185472369909914,0.287054001888147,0.201357920790331,0.341760149812701
"165",237,"Wyoming population 1","GB","yes","2nd generation","M5",3,0.0013,0.0017,3.7,5,0.1,1,1,9.6,2,8.4,"WY1 GB in G2","M1",9.6,0.003,0.566666666666667,3,0.0412310562561766,0.0360555127546399,0.10016742116156,0.0547722557505166
"166",238,"Wyoming population 1","GB","yes","2nd generation","M5",4,0.0126,0.0096,8.2,6,0.1,1,2,10.3,2,8.7,"WY1 GB in G2","M1",10.3,0.0222,0.432432432432432,4,0.0979795897113271,0.112249721603218,0.10016742116156,0.148996644257513
"167",239,"Wyoming population 1","GB","yes","2nd generation","M5",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M1",NA,NA,NA,NA,NA,NA,NA,NA
"168",240,"Wyoming population 1","GB","yes","2nd generation","M5",6,0.0126,0.0071,8.2,7,0.1,1,3,9.8,2,8,"WY1 GB in G2","M1",9.8,0.0197,0.360406091370558,5,0.0842614977317636,0.112249721603218,0.10016742116156,0.140356688476182
"169",241,"Wyoming population 1","GB","yes","2nd generation","M5",1,0.0346,0.0239,15.7,9,0.2,2,1,11.4,4,11,"WY1 GB in G2","M1",11.4,0.0585,0.408547008547009,5,0.154596248337403,0.186010752377383,0.201357920790331,0.241867732448956
"170",242,"Wyoming population 1","GB","yes","2nd generation","M5",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M1",NA,NA,NA,NA,NA,NA,NA,NA
"171",243,"Wyoming population 1","GB","yes","2nd generation","M5",3,0.0019,0.0024,1.5,4,0.1,1,2,10.4,1,8.9,"WY1 GB in G2","M1",10.4,0.0043,0.558139534883721,3,0.0489897948556636,0.0435889894354067,0.10016742116156,0.06557438524302
"172",244,"Wyoming population 1","GB","yes","2nd generation","M5",4,0.0062,0.0058,5.1,7,0.2,1,3,11.1,3,10.5,"WY1 GB in G2","M1",11.1,0.012,0.483333333333333,6,0.0761577310586391,0.0787400787401181,0.201357920790331,0.109544511501033
"173",245,"Wyoming population 1","GB","yes","2nd generation","M5",5,0.0093,0.0057,7.7,5,0.1,1,2,8.6,2,6.8,"WY1 GB in G2","M1",8.6,0.015,0.38,4,0.0754983443527075,0.0964365076099295,0.10016742116156,0.122474487139159
"174",246,"Wyoming population 1","GB","yes","2nd generation","M5",6,0.0376,0.0136,12.5,17,0.1,3,3,12.3,4,1.1,"WY1 GB in G2","M1",12.3,0.0512,0.265625,7,0.116619037896906,0.193907194296653,0.10016742116156,0.226274169979695
"175",247,"Wyoming population 1","GB","yes","2nd generation","M5",1,0.0284,0.0151,10.1,11,0.2,2,2,11.9,1,8.9,"WY1 GB in G2","M1",11.9,0.0435,0.347126436781609,3,0.122882057274445,0.168522995463527,0.201357920790331,0.208566536146142
"176",248,"Wyoming population 1","GB","yes","2nd generation","M5",2,0.0262,0.0165,10.8,9,0.2,3,2,12.6,3,11.4,"WY1 GB in G2","M1",12.6,0.0427,0.386416861826698,5,0.128452325786651,0.161864140562386,0.201357920790331,0.206639783197718
"177",249,"Wyoming population 1","GB","yes","2nd generation","M5",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M1",NA,NA,NA,NA,NA,NA,NA,NA
"178",250,"Wyoming population 1","GB","yes","2nd generation","M5",4,6e-04,1e-04,1.8,5,0.1,1,1,2.4,2,4.6,"WY1 GB in G2","M1",4.6,7e-04,0.142857142857143,3,0.01,0.0244948974278318,0.10016742116156,0.0264575131106459
"179",251,"Wyoming population 1","GB","yes","2nd generation","M5",5,0.0544,0.0326,16.5,12,0.3,3,4,12.3,4,9.9,"WY1 GB in G2","M1",12.3,0.087,0.374712643678161,8,0.180554700852678,0.233238075793812,0.304692654015398,0.294957624075052
"180",252,"Wyoming population 1","GB","yes","2nd generation","M5",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB in G2","M1",NA,NA,NA,NA,NA,NA,NA,NA
"181",253,"Wyoming population 1","GB","no","2nd generation","M5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M5",NA,NA,NA,NA,NA,NA,NA,NA
"182",254,"Wyoming population 1","GB","no","2nd generation","M5",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M5",NA,NA,NA,NA,NA,NA,NA,NA
"183",255,"Wyoming population 1","GB","no","2nd generation","M5",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M5",NA,NA,NA,NA,NA,NA,NA,NA
"184",256,"Wyoming population 1","GB","no","2nd generation","M5",4,0.0013,3e-04,2.1,4,0.1,1,0,NA,1,9.3,"WY1 GB out G2","M5",NA,0.0016,0.1875,1,0.0173205080756888,0.0360555127546399,0.10016742116156,0.04
"185",257,"Wyoming population 1","GB","no","2nd generation","M5",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M5",NA,NA,NA,NA,NA,NA,NA,NA
"186",258,"Wyoming population 1","GB","no","2nd generation","M5",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M5",NA,NA,NA,NA,NA,NA,NA,NA
"187",259,"Wyoming population 1","GB","no","2nd generation","M5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M5",NA,NA,NA,NA,NA,NA,NA,NA
"188",260,"Wyoming population 1","GB","no","2nd generation","M5",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M5",NA,NA,NA,NA,NA,NA,NA,NA
"189",261,"Wyoming population 1","GB","no","2nd generation","M5",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M5",NA,NA,NA,NA,NA,NA,NA,NA
"190",262,"Wyoming population 1","GB","no","2nd generation","M5",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M5",NA,NA,NA,NA,NA,NA,NA,NA
"191",263,"Wyoming population 1","GB","no","2nd generation","M5",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M5",NA,NA,NA,NA,NA,NA,NA,NA
"192",264,"Wyoming population 1","GB","no","2nd generation","M5",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M5",NA,NA,NA,NA,NA,NA,NA,NA
"193",265,"Wyoming population 1","GB","no","2nd generation","M5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M5",NA,NA,NA,NA,NA,NA,NA,NA
"194",266,"Wyoming population 1","GB","no","2nd generation","M5",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M5",NA,NA,NA,NA,NA,NA,NA,NA
"195",267,"Wyoming population 1","GB","no","2nd generation","M5",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M5",NA,NA,NA,NA,NA,NA,NA,NA
"196",268,"Wyoming population 1","GB","no","2nd generation","M5",4,7e-04,1e-04,0.5,4,0.1,1,0,NA,3,0.7,"WY1 GB out G2","M5",NA,8e-04,0.125,3,0.01,0.0264575131106459,0.10016742116156,0.0282842712474619
"197",269,"Wyoming population 1","GB","no","2nd generation","M5",5,0.006,0.0027,4,6,0.1,2,1,7.5,3,3.6,"WY1 GB out G2","M5",7.5,0.0087,0.310344827586207,4,0.0519615242270663,0.0774596669241483,0.10016742116156,0.0932737905308881
"198",270,"Wyoming population 1","GB","no","2nd generation","M5",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M5",NA,NA,NA,NA,NA,NA,NA,NA
"199",271,"Wyoming population 1","GB","no","2nd generation","M5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M5",NA,NA,NA,NA,NA,NA,NA,NA
"200",272,"Wyoming population 1","GB","no","2nd generation","M5",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M5",NA,NA,NA,NA,NA,NA,NA,NA
"201",273,"Wyoming population 1","GB","no","2nd generation","M5",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M5",NA,NA,NA,NA,NA,NA,NA,NA
"202",274,"Wyoming population 1","GB","no","2nd generation","M5",4,0.0038,0.0016,3.1,6,0.1,1,1,10.1,1,0.2,"WY1 GB out G2","M5",10.1,0.0054,0.296296296296296,2,0.04,0.0616441400296898,0.10016742116156,0.0734846922834953
"203",275,"Wyoming population 1","GB","no","2nd generation","M5",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M5",NA,NA,NA,NA,NA,NA,NA,NA
"204",276,"Wyoming population 1","GB","no","2nd generation","M5",6,0.0128,0.0085,6.7,8,0.1,2,2,11.3,3,11.7,"WY1 GB out G2","M5",11.7,0.0213,0.39906103286385,5,0.0921954445729289,0.113137084989848,0.10016742116156,0.145945195193264
"205",277,"Wyoming population 1","GB","no","2nd generation","M5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M5",NA,NA,NA,NA,NA,NA,NA,NA
"206",278,"Wyoming population 1","GB","no","2nd generation","M5",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M5",NA,NA,NA,NA,NA,NA,NA,NA
"207",279,"Wyoming population 1","GB","no","2nd generation","M5",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M5",NA,NA,NA,NA,NA,NA,NA,NA
"208",280,"Wyoming population 1","GB","no","2nd generation","M5",4,0.0166,0.0061,6.9,9,0.2,2,1,0.7,2,9.5,"WY1 GB out G2","M5",9.5,0.0227,0.268722466960352,3,0.0781024967590666,0.128840987267251,0.201357920790331,0.150665191733194
"209",281,"Wyoming population 1","GB","no","2nd generation","M5",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M5",NA,NA,NA,NA,NA,NA,NA,NA
"210",282,"Wyoming population 1","GB","no","2nd generation","M5",6,0.0572,0.0267,16.3,12,0.3,3,3,12,3,11.3,"WY1 GB out G2","M5",12,0.0839,0.31823599523242,6,0.163401346383682,0.239165214862028,0.304692654015398,0.289654967159205
"211",283,"Wyoming population 1","GB","no","2nd generation","M5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M5",NA,NA,NA,NA,NA,NA,NA,NA
"212",284,"Wyoming population 1","GB","no","2nd generation","M5",2,0.0016,0.0014,1.8,5,0.1,1,0,NA,3,9.6,"WY1 GB out G2","M5",NA,0.003,0.466666666666667,3,0.0374165738677394,0.04,0.10016742116156,0.0547722557505166
"213",285,"Wyoming population 1","GB","no","2nd generation","M5",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M5",NA,NA,NA,NA,NA,NA,NA,NA
"214",286,"Wyoming population 1","GB","no","2nd generation","M5",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M5",NA,NA,NA,NA,NA,NA,NA,NA
"215",287,"Wyoming population 1","GB","no","2nd generation","M5",5,0.0055,0.0039,4.5,4,0.1,1,3,6.5,2,9.7,"WY1 GB out G2","M5",9.7,0.0094,0.414893617021277,5,0.062449979983984,0.0741619848709566,0.10016742116156,0.0969535971483266
"216",288,"Wyoming population 1","GB","no","2nd generation","M5",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G2","M5",NA,NA,NA,NA,NA,NA,NA,NA
"217",289,"Wyoming population 1","GB","no","1st generation","M5",1,0.0347,0.0034,4,5,0.1,1,0,NA,5,8.9,"WY1 GB out G1","M5",NA,0.0381,0.0892388451443569,5,0.058309518948453,0.186279360101972,0.10016742116156,0.195192212959431
"218",290,"Wyoming population 1","GB","no","1st generation","M5",2,0.0063,0.0054,4.9,4,0.1,1,1,11.9,2,7.5,"WY1 GB out G1","M5",11.9,0.0117,0.461538461538462,3,0.0734846922834953,0.0793725393319377,0.10016742116156,0.10816653826392
"219",291,"Wyoming population 1","GB","no","1st generation","M5",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M5",NA,NA,NA,NA,NA,NA,NA,NA
"220",292,"Wyoming population 1","GB","no","1st generation","M5",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M5",NA,NA,NA,NA,NA,NA,NA,NA
"221",293,"Wyoming population 1","GB","no","1st generation","M5",5,0.019,0.0097,6.2,10,0.2,2,2,9.7,4,8.6,"WY1 GB out G1","M5",9.7,0.0287,0.337979094076655,6,0.098488578017961,0.137840487520902,0.201357920790331,0.169410743460974
"222",294,"Wyoming population 1","GB","no","1st generation","M5",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M5",NA,NA,NA,NA,NA,NA,NA,NA
"223",295,"Wyoming population 1","GB","no","1st generation","M5",1,0.013,0.0089,7.4,6,0.2,1,1,10.9,3,9.1,"WY1 GB out G1","M5",10.9,0.0219,0.406392694063927,4,0.094339811320566,0.114017542509914,0.201357920790331,0.147986485869487
"224",296,"Wyoming population 1","GB","no","1st generation","M5",2,0.0336,0.0158,11.7,9,0.1,2,2,9.8,1,7.9,"WY1 GB out G1","M5",9.8,0.0494,0.319838056680162,3,0.125698050899765,0.183303027798234,0.10016742116156,0.222261107708929
"225",297,"Wyoming population 1","GB","no","1st generation","M5",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M5",NA,NA,NA,NA,NA,NA,NA,NA
"226",298,"Wyoming population 1","GB","no","1st generation","M5",4,0.0317,0.013,10.3,12,0.2,3,2,13,3,10.3,"WY1 GB out G1","M5",13,0.0447,0.29082774049217,5,0.114017542509914,0.178044938147649,0.201357920790331,0.21142374511866
"227",299,"Wyoming population 1","GB","no","1st generation","M5",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M5",NA,NA,NA,NA,NA,NA,NA,NA
"228",300,"Wyoming population 1","GB","no","1st generation","M5",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M5",NA,NA,NA,NA,NA,NA,NA,NA
"229",301,"Wyoming population 1","GB","no","1st generation","M5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M5",NA,NA,NA,NA,NA,NA,NA,NA
"230",302,"Wyoming population 1","GB","no","1st generation","M5",2,0.0372,0.0194,13.1,15,0.2,5,1,11,5,9.8,"WY1 GB out G1","M5",11,0.0566,0.342756183745583,6,0.139283882771841,0.192873015219859,0.201357920790331,0.237907545067406
"231",303,"Wyoming population 1","GB","no","1st generation","M5",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY1 GB out G1","M5",NA,NA,NA,NA,NA,NA,NA,NA
"232",304,"Wyoming population 1","GB","no","1st generation","M5",4,NA,NA,2.4,4,0.1,NA,NA,NA,NA,NA,"WY1 GB out G1","M5",NA,NA,NA,NA,NA,NA,0.10016742116156,NA
"233",305,"Wyoming population 1","GB","no","1st generation","M5",5,0.0034,0.0016,3.6,3,0.1,1,1,1.3,1,9.1,"WY1 GB out G1","M5",9.1,0.005,0.32,2,0.04,0.058309518948453,0.10016742116156,0.0707106781186548
"234",306,"Wyoming population 1","GB","no","1st generation","M5",6,0.0198,0.0118,8.9,7,0.2,2,3,12.3,2,8.7,"WY1 GB out G1","M5",12.3,0.0316,0.373417721518987,5,0.108627804912002,0.140712472794703,0.201357920790331,0.177763888346312
"235",307,"Wyoming population 1","GB","no","1st generation","M5",1,0.0093,0.0079,6.7,5,0.1,1,1,11.7,2,11.3,"WY1 GB out G1","M5",11.7,0.0172,0.459302325581395,3,0.0888819441731559,0.0964365076099295,0.10016742116156,0.13114877048604
